                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                 0.9863,                0.86732,                 1.1095,                0.80065,                0.78504,                0.84146,                 0.6568,                0.87211,                0.66739,                0.99516,             8.8369e-05,             8.8369e-05,             8.8369e-05
                     29,                 0.9652,                0.86149,                 1.0949,                0.81647,                0.78207,                0.84444,                0.66155,                0.86398,                0.65911,                 0.9903,             8.7191e-05,             8.7191e-05,             8.7191e-05
                     30,                0.94243,                0.79811,                 1.0575,                0.81966,                0.78558,                0.84815,                0.67024,                0.85563,                0.65424,                0.98538,             8.6013e-05,             8.6013e-05,             8.6013e-05
                     31,                0.98913,                0.87971,                  1.098,                0.87424,                0.75474,                 0.8543,                0.67646,                0.85118,                0.64863,                0.98217,             8.4835e-05,             8.4835e-05,             8.4835e-05
                     32,                0.88747,                0.80542,                 1.0753,                0.86087,                  0.766,                0.85567,                0.67675,                0.84559,                0.64204,                0.97936,             8.3657e-05,             8.3657e-05,             8.3657e-05
                     33,                0.94151,                0.86136,                  1.086,                0.85907,                0.77314,                  0.856,                0.67743,                0.83885,                0.63437,                0.97757,             8.2479e-05,             8.2479e-05,             8.2479e-05
                     34,                0.95138,                0.86268,                 1.1002,                0.85383,                0.77131,                0.85552,                 0.6796,                0.83692,                0.62829,                 0.9774,             8.1301e-05,             8.1301e-05,             8.1301e-05
                     35,                0.93655,                 0.8084,                 1.0792,                0.84324,                0.78204,                0.86092,                0.68784,                  0.833,                0.62663,                0.97472,             8.0123e-05,             8.0123e-05,             8.0123e-05
                     36,                0.95221,                0.85087,                   1.07,                0.86389,                0.77214,                0.86141,                0.68737,                0.82758,                0.62607,                0.97282,             7.8945e-05,             7.8945e-05,             7.8945e-05
                     37,                0.91048,                0.79945,                 1.0404,                0.83628,                0.79407,                0.86323,                0.68879,                0.82673,                0.62216,                0.97196,             7.7766e-05,             7.7766e-05,             7.7766e-05
                     38,                0.90436,                0.82336,                 1.0768,                0.85133,                0.79055,                0.86391,                0.68873,                0.82615,                0.61881,                0.97068,             7.6588e-05,             7.6588e-05,             7.6588e-05
                     39,                0.94499,                0.81371,                 1.0983,                0.86703,                0.78338,                0.86342,                0.68998,                0.82346,                0.61355,                0.96941,              7.541e-05,              7.541e-05,              7.541e-05
                     40,                0.91512,                0.80305,                 1.0762,                0.87552,                0.77735,                0.86481,                0.69799,                0.81751,                  0.609,                0.96741,             7.4232e-05,             7.4232e-05,             7.4232e-05
                     41,                0.90702,                0.80069,                 1.0635,                0.87663,                 0.7837,                0.86852,                0.70083,                0.81043,                0.60254,                 0.9648,             7.3054e-05,             7.3054e-05,             7.3054e-05
                     42,                0.95959,                0.80701,                 1.0771,                0.86825,                0.79095,                0.86466,                0.70184,                0.80566,                0.59592,                  0.963,             7.1876e-05,             7.1876e-05,             7.1876e-05
                     43,                 0.9337,                0.81884,                 1.0836,                0.86177,                0.79648,                0.86524,                0.70201,                0.80143,                0.59334,                0.95945,             7.0698e-05,             7.0698e-05,             7.0698e-05
                     44,                0.90356,                 0.7735,                 1.0666,                0.85965,                0.80789,                0.86584,                 0.7086,                0.79634,                0.59449,                0.95642,              6.952e-05,              6.952e-05,              6.952e-05
                     45,                0.86826,                0.80212,                 1.0623,                0.85672,                0.80719,                0.86469,                0.70724,                0.79253,                0.59391,                0.95469,             6.8342e-05,             6.8342e-05,             6.8342e-05
                     46,                0.89469,                 0.7746,                 1.0635,                0.83995,                0.81849,                0.86777,                0.70755,                 0.7873,                0.59219,                0.95352,             6.7164e-05,             6.7164e-05,             6.7164e-05
                     47,                0.88414,                0.77093,                 1.0604,                0.84223,                0.81095,                0.86657,                0.70366,                0.78427,                0.58678,                0.95302,             6.5986e-05,             6.5986e-05,             6.5986e-05
                     48,                0.84973,                0.75603,                 1.0511,                0.83733,                0.82672,                0.86981,                 0.7081,                0.78356,                0.58232,                0.95259,             6.4807e-05,             6.4807e-05,             6.4807e-05
                     49,                0.92854,                0.79798,                 1.0708,                0.85514,                0.82622,                0.87216,                0.71139,                 0.7802,                0.57871,                0.95042,             6.3629e-05,             6.3629e-05,             6.3629e-05
                     50,                0.84987,                0.76594,                 1.0359,                0.87836,                0.81476,                0.87233,                0.71112,                0.78093,                0.57808,                0.94902,             6.2451e-05,             6.2451e-05,             6.2451e-05
                     51,                0.90844,                0.78572,                 1.0481,                0.87591,                0.81042,                0.87176,                0.71246,                0.77954,                0.57533,                0.94769,             6.1273e-05,             6.1273e-05,             6.1273e-05
                     52,                0.85527,                0.72092,                 1.0353,                0.88668,                0.79839,                0.87103,                0.71419,                0.77772,                0.57582,                0.94646,             6.0095e-05,             6.0095e-05,             6.0095e-05
                     53,                0.88416,                0.76031,                 1.0403,                0.89096,                0.79207,                0.87008,                0.71538,                0.77326,                0.57587,                 0.9446,             5.8917e-05,             5.8917e-05,             5.8917e-05
                     54,                0.89618,                0.77097,                  1.042,                0.88776,                0.80726,                0.87661,                 0.7147,                0.77139,                0.57278,                0.94365,             5.7739e-05,             5.7739e-05,             5.7739e-05
                     55,                0.86505,                0.74525,                 1.0441,                0.90949,                0.79771,                0.87588,                0.71484,                0.76919,                0.56928,                0.94256,             5.6561e-05,             5.6561e-05,             5.6561e-05
                     56,                  0.889,                0.76235,                 1.0529,                0.91123,                0.79416,                0.87672,                0.71862,                 0.7653,                0.56509,                0.94154,             5.5383e-05,             5.5383e-05,             5.5383e-05
                     57,                0.85845,                0.75596,                 1.0448,                 0.9077,                0.79638,                 0.8777,                 0.7178,                0.76142,                0.56157,                0.94061,             5.4204e-05,             5.4204e-05,             5.4204e-05
                     58,                0.87485,                0.73192,                 1.0473,                 0.9054,                0.80112,                0.87872,                0.72041,                0.75732,                0.55782,                0.93961,             5.3026e-05,             5.3026e-05,             5.3026e-05
                     59,                0.85588,                 0.7231,                 1.0385,                0.90016,                0.80848,                 0.8801,                0.72488,                0.75408,                0.55666,                 0.9391,             5.1848e-05,             5.1848e-05,             5.1848e-05
                     60,                0.86806,                0.74135,                 1.0485,                0.88815,                0.82031,                0.88196,                0.72622,                 0.7536,                0.55553,                0.93916,              5.067e-05,              5.067e-05,              5.067e-05
                     61,                0.85815,                0.74891,                 1.0641,                0.88753,                0.82172,                0.88299,                0.72682,                 0.7505,                0.55247,                0.93846,             4.9492e-05,             4.9492e-05,             4.9492e-05
                     62,                 0.8607,                0.73376,                 1.0405,                0.89039,                0.82075,                0.88314,                0.72616,                0.74685,                0.54985,                0.93735,             4.8314e-05,             4.8314e-05,             4.8314e-05
                     63,                0.89076,                0.74106,                 1.0458,                0.89142,                0.81858,                0.88508,                0.72968,                0.74457,                0.54954,                0.93619,             4.7136e-05,             4.7136e-05,             4.7136e-05
                     64,                0.83953,                 0.7182,                 1.0342,                0.89967,                0.81511,                0.88205,                0.72618,                0.74197,                0.55011,                0.93479,             4.5958e-05,             4.5958e-05,             4.5958e-05
                     65,                0.84136,                 0.7277,                 1.0371,                0.89934,                 0.8126,                0.88297,                0.72704,                 0.7414,                0.55159,                0.93381,              4.478e-05,              4.478e-05,              4.478e-05
                     66,                0.82888,                0.70349,                 1.0231,                0.91402,                0.80183,                 0.8827,                0.72771,                0.73806,                0.54708,                0.93258,             4.3602e-05,             4.3602e-05,             4.3602e-05
                     67,                0.83573,                0.71186,                 1.0209,                 0.8956,                0.81907,                0.88267,                0.72669,                0.73657,                0.54373,                0.93228,             4.2423e-05,             4.2423e-05,             4.2423e-05
                     68,                0.81893,                0.69263,                 1.0315,                0.88555,                0.82717,                0.88487,                0.72844,                  0.736,                0.54115,                 0.9316,             4.1245e-05,             4.1245e-05,             4.1245e-05
                     69,                0.80646,                0.69309,                 1.0302,                0.90025,                0.82166,                0.88706,                0.73311,                0.73548,                0.53737,                0.93165,             4.0067e-05,             4.0067e-05,             4.0067e-05
                     70,                0.80891,                0.68775,                 1.0275,                0.90193,                0.81674,                0.88845,                0.73443,                0.73361,                 0.5335,                0.93087,             3.8889e-05,             3.8889e-05,             3.8889e-05
                     71,                 0.8175,                0.68076,                 1.0267,                0.90373,                0.81701,                0.88832,                0.73609,                0.73175,                0.52904,                0.93004,             3.7711e-05,             3.7711e-05,             3.7711e-05
                     72,                0.82452,                0.70186,                 1.0262,                0.90844,                0.81696,                0.88864,                0.73743,                0.73058,                0.52628,                0.92831,             3.6533e-05,             3.6533e-05,             3.6533e-05
                     73,                0.81615,                0.70174,                 1.0479,                0.91072,                0.81574,                0.88963,                0.73454,                0.73009,                0.52496,                0.92746,             3.5355e-05,             3.5355e-05,             3.5355e-05
                     74,                0.82753,                0.67819,                 1.0249,                0.91745,                0.81381,                0.89006,                0.73589,                0.72972,                0.52333,                0.92675,             3.4177e-05,             3.4177e-05,             3.4177e-05
                     75,                0.84698,                0.71655,                 1.0372,                0.91911,                0.81456,                 0.8911,                0.73632,                0.72809,                0.52211,                0.92635,             3.2999e-05,             3.2999e-05,             3.2999e-05
                     76,                0.82482,                0.72673,                 1.0644,                0.92632,                0.80808,                0.89015,                0.73874,                0.72501,                0.52123,                0.92571,             3.1821e-05,             3.1821e-05,             3.1821e-05
                     77,                0.84385,                0.69987,                 1.0383,                0.92221,                   0.81,                0.88852,                0.73855,                0.72336,                0.52042,                0.92488,             3.0643e-05,             3.0643e-05,             3.0643e-05
                     78,                0.80244,                 0.6735,                 1.0141,                0.92204,                0.80905,                0.88761,                 0.7397,                0.72102,                0.52259,                 0.9236,             2.9464e-05,             2.9464e-05,             2.9464e-05
                     79,                0.84076,                0.70773,                 1.0327,                0.92848,                0.81172,                0.88969,                0.74305,                0.71984,                0.52221,                0.92294,             2.8286e-05,             2.8286e-05,             2.8286e-05
                     80,                0.81009,                0.65461,                 1.0131,                0.92977,                 0.8128,                0.89037,                0.74384,                 0.7187,                0.52236,                0.92234,             2.7108e-05,             2.7108e-05,             2.7108e-05
                     81,                0.83395,                0.70263,                 1.0433,                0.93207,                0.81166,                0.88999,                0.74322,                0.71713,                0.52116,                0.92204,              2.593e-05,              2.593e-05,              2.593e-05
                     82,                0.82052,                0.68173,                 1.0155,                0.92772,                0.81449,                0.88968,                0.74441,                0.71648,                0.51964,                0.92198,             2.4752e-05,             2.4752e-05,             2.4752e-05
                     83,                0.83948,                0.70683,                 1.0189,                0.92411,                0.81542,                0.89029,                0.74422,                0.71416,                0.51679,                0.92102,             2.3574e-05,             2.3574e-05,             2.3574e-05
                     84,                0.84375,                0.71156,                   1.05,                0.92626,                0.81624,                0.89006,                0.74461,                0.71347,                0.51503,                0.92024,             2.2396e-05,             2.2396e-05,             2.2396e-05
                     85,                0.85214,                 0.7199,                 1.0362,                0.92586,                0.81588,                0.89233,                0.74593,                0.71125,                 0.5131,                0.91928,             2.1218e-05,             2.1218e-05,             2.1218e-05
                     86,                0.84333,                0.70452,                 1.0189,                0.92239,                0.81539,                0.89187,                0.74527,                 0.7112,                0.51457,                0.91893,              2.004e-05,              2.004e-05,              2.004e-05
                     87,                0.86099,                 0.7135,                 1.0457,                0.92334,                0.81588,                 0.8921,                0.74445,                0.70974,                0.51407,                0.91819,             1.8862e-05,             1.8862e-05,             1.8862e-05
                     88,                0.78706,                0.68568,                 1.0098,                0.92414,                0.81572,                0.89227,                0.74682,                0.70851,                0.51384,                0.91759,             1.7683e-05,             1.7683e-05,             1.7683e-05
                     89,                0.82753,                0.68333,                 1.0204,                0.92287,                 0.8164,                0.89187,                0.74506,                0.70748,                0.51393,                0.91723,             1.6505e-05,             1.6505e-05,             1.6505e-05
                     90,                0.81827,                0.68422,                 1.0314,                0.92154,                0.81508,                0.89153,                0.74739,                0.70561,                0.51231,                0.91677,             1.5327e-05,             1.5327e-05,             1.5327e-05
                     91,                0.88291,                0.79799,                 1.0334,                0.92124,                 0.8101,                0.89044,                0.74593,                0.70938,                0.51725,                0.91692,             1.4149e-05,             1.4149e-05,             1.4149e-05
                     92,                0.88001,                0.73536,                 1.0183,                0.92179,                 0.8069,                0.89103,                0.74609,                0.71322,                0.52253,                 0.9179,             1.2971e-05,             1.2971e-05,             1.2971e-05
                     93,                0.87485,                0.71409,                 1.0074,                0.91428,                0.80681,                0.89044,                0.73778,                0.71742,                0.52442,                0.91938,             1.1793e-05,             1.1793e-05,             1.1793e-05
                     94,                0.84964,                0.70598,                 0.9963,                0.91485,                0.80449,                0.89062,                0.73571,                 0.7232,                0.53118,                 0.9213,             1.0615e-05,             1.0615e-05,             1.0615e-05
                     95,                0.87375,                 0.7515,                 1.0185,                0.90232,                0.80844,                 0.8929,                0.73422,                0.72668,                 0.5334,                0.92263,             9.4367e-06,             9.4367e-06,             9.4367e-06
                     96,                0.83738,                0.67499,                 1.0144,                0.87575,                0.82674,                0.89255,                0.73523,                0.72895,                0.53537,                0.92312,             8.2586e-06,             8.2586e-06,             8.2586e-06
                     97,                0.84472,                0.69401,                0.99036,                0.87245,                0.82798,                0.89068,                 0.7331,                0.73369,                0.53912,                0.92464,             7.0805e-06,             7.0805e-06,             7.0805e-06
                     98,                0.82768,                0.65644,                 1.0083,                0.87274,                 0.8273,                 0.8909,                0.73228,                0.73461,                0.54007,                0.92486,             5.9024e-06,             5.9024e-06,             5.9024e-06
                     99,                 0.8112,                0.67541,                0.97965,                0.86565,                0.82154,                0.87907,                0.72968,                0.73535,                0.54149,                0.92496,             4.7243e-06,             4.7243e-06,             4.7243e-06
                    100,                0.79067,                0.66093,                 1.0051,                0.86074,                0.82306,                0.87655,                0.72838,                 0.7342,                0.54093,                0.92467,             3.5462e-06,             3.5462e-06,             3.5462e-06
